Invoice,InvoiceDate,ID,Total,Transaction,Freq
509452,2010-05-24,17448.0,1707.74,46,45
509607,2010-05-24,18000.0,124.25,1,0
509472,2010-05-24,18052.0,10877.18,1,0
509444,2010-05-24,18060.0,464.40000000000003,2,1
509627,2010-05-25,12360.0,502.03999999999996,5,4
509615,2010-05-25,12802.0,714.25,5,4
509737,2010-05-25,12820.0,228.45000000000002,8,7
509649,2010-05-25,13027.0,1056.0,19,18
509769,2010-05-25,13048.0,95.5,8,7
509739,2010-05-25,13266.0,378.26,15,14
509634,2010-05-25,13324.0,350.15999999999997,15,14
509700,2010-05-25,13989.0,361.68,4,3
509668,2010-05-25,14049.0,1196.35,12,11
509747,2010-05-25,14060.0,35.7,25,24
509754,2010-05-25,14110.0,321.02000000000004,26,25
509637,2010-05-25,14422.0,305.15,15,14
509647,2010-05-25,14527.0,215.1,106,105
509738,2010-05-25,14680.0,984.65,56,55
509751,2010-05-25,14744.0,949.56,12,11
509646,2010-05-25,14745.0,1.65,12,11
509639,2010-05-25,14867.0,71.7,16,15
509759,2010-05-25,14930.0,1078.81,6,5
509740,2010-05-25,14993.0,36.13,1,0
509616,2010-05-25,15027.0,215.95000000000002,9,8
509631,2010-05-25,15182.0,398.63,11,10
509748,2010-05-25,15217.0,426.24,1,0
509621,2010-05-25,15321.0,973.43,10,9
509764,2010-05-25,15421.0,290.62,9,8
509645,2010-05-25,15498.0,385.95,36,35
509741,2010-05-25,15898.0,8.5,24,23
509765,2010-05-25,16004.0,1000.7,5,4
509686,2010-05-25,16125.0,559.85,14,13
509660,2010-05-25,16175.0,289.65,7,6
509749,2010-05-25,16328.0,310.83000000000004,1,0
509636,2010-05-25,16525.0,810.86,43,42
509648,2010-05-25,16571.0,393.32,9,8
509610,2010-05-25,16592.0,427.85,22,21
509773,2010-05-25,16658.0,133.05,5,4
509617,2010-05-25,16742.0,340.32,13,12
509640,2010-05-25,16883.0,127.74,19,18
509641,2010-05-25,17230.0,326.4,18,17
509768,2010-05-25,17406.0,191.15,13,12
509609,2010-05-25,17412.0,261.5,13,12
509669,2010-05-25,17448.0,15.0,46,45
509635,2010-05-25,17496.0,398.7,4,3
509746,2010-05-25,17677.0,478.93,44,43
509743,2010-05-25,17841.0,1004.7,168,167
509798,2010-05-25,17848.0,148.75,29,28
509810,2010-05-25,17862.0,150.83,4,3
509767,2010-05-25,17888.0,138.93,21,20
509745,2010-05-25,17920.0,125.81,46,45
509707,2010-05-25,17961.0,1.7,92,91
509822,2010-05-25,18025.0,234.39000000000001,6,5
509752,2010-05-25,18064.0,606.88,11,10
509766,2010-05-25,18181.0,187.63,4,3
509980,2010-05-26,12378.0,1407.7,2,1
509850,2010-05-26,12656.0,819.0,6,5
509985,2010-05-26,12681.0,361.01,37,36
509861,2010-05-26,12748.0,24.75,247,246
509982,2010-05-26,12924.0,728.75,11,10
509874,2010-05-26,13020.0,170.95000000000002,2,1
509859,2010-05-26,13044.0,527.23,11,10
510004,2010-05-26,13089.0,318.3,177,176
510042,2010-05-26,13169.0,127.2,2,1
509919,2010-05-26,13242.0,97.5,7,6
509971,2010-05-26,13684.0,206.39000000000001,4,3
509983,2010-05-26,13880.0,225.57,12,11
510002,2010-05-26,13881.0,1021.2,34,33
509870,2010-05-26,13883.0,306.74,13,12
509858,2010-05-26,13911.0,82.2,19,18
510038,2010-05-26,13920.0,523.65,4,3
509975,2010-05-26,13985.0,368.88,14,13
509871,2010-05-26,14025.0,1109.41,8,7
509920,2010-05-26,14112.0,9.9,10,9
509929,2010-05-26,14181.0,216.1,2,1
509937,2010-05-26,14186.0,322.88,5,4
509857,2010-05-26,14272.0,308.26,3,2
509989,2010-05-26,14285.0,203.70000000000002,5,4
509958,2010-05-26,14399.0,222.48,8,7
509916,2010-05-26,14606.0,189.38,167,166
510040,2010-05-26,14626.0,333.52,9,8
509943,2010-05-26,14648.0,387.7,15,14
510001,2010-05-26,14649.0,366.12,7,6
509977,2010-05-26,14651.0,237.07,8,7
509956,2010-05-26,14715.0,369.19,7,6
509966,2010-05-26,14867.0,31.8,16,15
509851,2010-05-26,14911.0,1389.26,287,286
509973,2010-05-26,14938.0,2322.43,2,1
509869,2010-05-26,14952.0,303.38,28,27
509965,2010-05-26,15078.0,462.38,42,41
509860,2010-05-26,15323.0,194.1,3,2
510043,2010-05-26,15389.0,375.0,5,4
509867,2010-05-26,15750.0,452.44,14,13
509968,2010-05-26,15827.0,173.05,27,26
510047,2010-05-26,15856.0,1168.2,42,41
509913,2010-05-26,15900.0,136.22,3,2
509903,2010-05-26,15984.0,127.49999999999999,27,26
509922,2010-05-26,16008.0,125.49000000000001,13,12
509868,2010-05-26,16013.0,199.0,72,71
509967,2010-05-26,16046.0,235.78,1,0
509930,2010-05-26,16067.0,261.58,3,2
509942,2010-05-26,16153.0,1395.98,10,9
509976,2010-05-26,16170.0,302.75,19,18
510016,2010-05-26,16369.0,337.2,5,4
509854,2010-05-26,16422.0,1267.02,96,95
509984,2010-05-26,16458.0,116.0,23,22
509852,2010-05-26,16604.0,125.75,2,1
510037,2010-05-26,16620.0,301.66,5,4
509931,2010-05-26,16715.0,323.8,1,0
509865,2010-05-26,16844.0,311.99,2,1
510018,2010-05-26,16986.0,141.7,9,8
509921,2010-05-26,17074.0,203.05,1,0
510035,2010-05-26,17157.0,202.16,18,17
509898,2010-05-26,17179.0,193.17000000000002,6,5
509891,2010-05-26,17327.0,4.25,2,1
509873,2010-05-26,17511.0,3632.95,50,49
509914,2010-05-26,17685.0,358.65999999999997,10,9
509849,2010-05-26,17694.0,610.87,3,2
510176,2010-05-27,12609.0,269.2,8,7
510057,2010-05-27,12747.0,267.37,23,22
510188,2010-05-27,12854.0,428.68,6,5
510167,2010-05-27,12982.0,309.55,8,7
510170,2010-05-27,13001.0,1572.2,31,30
510152,2010-05-27,13078.0,363.11,46,45
510117,2010-05-27,13080.0,90.45,4,3
510150,2010-05-27,13093.0,1141.62,55,54
510189,2010-05-27,13101.0,280.76,4,3
510151,2010-05-27,13173.0,115.1,10,9
510195,2010-05-27,13230.0,105.15,28,27
510174,2010-05-27,13357.0,743.87,5,4
510051,2010-05-27,13446.0,308.96,11,10
510053,2010-05-27,13485.0,474.77,11,10
510164,2010-05-27,13694.0,882.6,132,131
510157,2010-05-27,13715.0,568.82,17,16
510134,2010-05-27,13771.0,891.25,7,6
510067,2010-05-27,13802.0,1894.34,19,18
510091,2010-05-27,13874.0,307.95,7,6
510147,2010-05-27,14040.0,227.5,33,32
510141,2010-05-27,14069.0,119.62,2,1
510078,2010-05-27,14113.0,981.7,13,12
510110,2010-05-27,14527.0,109.54,106,105
510161,2010-05-27,14692.0,91.39999999999999,12,11
510116,2010-05-27,14735.0,236.3,47,46
510199,2010-05-27,14738.0,196.25,7,6
510155,2010-05-27,14739.0,567.38,22,21
510063,2010-05-27,14740.0,593.45,11,10
510058,2010-05-27,14754.0,118.43,5,4
510070,2010-05-27,14770.0,376.63,8,7
510162,2010-05-27,14876.0,203.6,2,1
510166,2010-05-27,15013.0,203.65,10,9
510194,2010-05-27,15015.0,231.69,13,12
510145,2010-05-27,15218.0,595.78,19,18
510114,2010-05-27,15256.0,71.95,2,1
510055,2010-05-27,15278.0,238.44,4,3
510066,2010-05-27,15311.0,137.56,181,180
510059,2010-05-27,15340.0,105.5,1,0
510184,2010-05-27,15607.0,89.88,9,8
510168,2010-05-27,15633.0,335.64,13,12
510119,2010-05-27,15719.0,412.49,29,28
510169,2010-05-27,15768.0,367.86,34,33
510181,2010-05-27,15785.0,530.45,15,14
510062,2010-05-27,15827.0,17.4,27,26
510136,2010-05-27,15878.0,118.63999999999999,2,1
510182,2010-05-27,15985.0,487.92,7,6
510148,2010-05-27,16101.0,823.51,3,2
510143,2010-05-27,16186.0,297.6,23,22
510186,2010-05-27,16218.0,113.2,12,11
510060,2010-05-27,16234.0,91.36,3,2
510165,2010-05-27,16351.0,307.58,13,12
510088,2010-05-27,16391.0,165.48,4,3
510072,2010-05-27,16392.0,192.29,3,2
510171,2010-05-27,16422.0,870.78,96,95
510191,2010-05-27,16451.0,438.53000000000003,2,1
510177,2010-05-27,16691.0,35.879999999999995,2,1
510139,2010-05-27,16695.0,193.15,2,1
510069,2010-05-27,16735.0,506.64000000000004,13,12
510163,2010-05-27,16814.0,322.78000000000003,31,30
510138,2010-05-27,16946.0,172.0,5,4
510154,2010-05-27,16947.0,8.5,4,3
510137,2010-05-27,17068.0,189.78,42,41
510196,2010-05-27,17189.0,128.56,5,4
510197,2010-05-27,17231.0,529.03,22,21
510180,2010-05-27,17238.0,594.01,26,25
510048,2010-05-27,17388.0,59.4,10,9
510054,2010-05-27,17499.0,718.51,2,1
510118,2010-05-27,17699.0,182.7,2,1
510192,2010-05-27,17841.0,316.58000000000004,168,167
510149,2010-05-27,17873.0,359.85,17,16
510190,2010-05-27,17969.0,121.38,20,19
510146,2010-05-27,18061.0,259.82,26,25
510140,2010-05-27,18094.0,506.0,11,10
510172,2010-05-27,18145.0,678.87,9,8
510158,2010-05-27,18181.0,6.5,4,3
510049,2010-05-27,18242.0,425.86,6,5
510173,2010-05-27,18257.0,1004.37,9,8
510354,2010-05-28,12499.0,357.72,1,0
510324,2010-05-28,12619.0,140.14,5,4
510348,2010-05-28,12643.0,91.2,11,10
510258,2010-05-28,12835.0,129.74,41,40
510296,2010-05-28,13004.0,328.75,30,29
510331,2010-05-28,13081.0,1458.71,25,24
510291,2010-05-28,13338.0,751.65,4,3
510246,2010-05-28,13599.0,436.4,20,19
510292,2010-05-28,13602.0,169.38,3,2
510299,2010-05-28,13723.0,100.35,6,5
510332,2010-05-28,13728.0,237.94,15,14
510222,2010-05-28,13798.0,310.62,95,94
510218,2010-05-28,13824.0,200.7,11,10
510338,2010-05-28,13875.0,311.75,13,12
510239,2010-05-28,13929.0,746.3000000000001,11,10
510262,2010-05-28,14006.0,361.58000000000004,7,6
510363,2010-05-28,14031.0,417.11,38,37
510360,2010-05-28,14104.0,158.47,5,4
510325,2010-05-28,14395.0,431.72999999999996,17,16
510227,2010-05-28,14408.0,351.84000000000003,10,9
510322,2010-05-28,14530.0,387.7,15,14
510225,2010-05-28,14543.0,1449.75,36,35
510250,2010-05-28,15061.0,152.64000000000001,116,115
510241,2010-05-28,15254.0,450.34000000000003,3,2
510221,2010-05-28,15400.0,194.0,8,7
510232,2010-05-28,15674.0,791.05,11,10
510326,2010-05-28,15738.0,333.8,38,37
510271,2010-05-28,15862.0,173.54,12,11
510353,2010-05-28,16035.0,217.73,1,0
510330,2010-05-28,16190.0,378.61,7,6
510204,2010-05-28,16754.0,2837.04,29,28
510351,2010-05-28,17238.0,3.4,26,25
510334,2010-05-28,17241.0,184.15,12,11
510230,2010-05-28,17311.0,733.03,5,4
510364,2010-05-28,17364.0,655.76,23,22
510357,2010-05-28,17389.0,146.4,52,51
510240,2010-05-28,17463.0,211.9,5,4
510350,2010-05-28,17583.0,135.95,1,0
510319,2010-05-28,17741.0,41.400000000000006,2,1
510320,2010-05-28,17822.0,1100.49,5,4
510352,2010-05-28,17965.0,171.18,27,26
510358,2010-05-28,18044.0,53.86,15,14
510323,2010-05-28,18177.0,320.95000000000005,8,7
510436,2010-05-30,12943.0,180.64999999999998,2,1
510416,2010-05-30,13113.0,384.75,33,32
510421,2010-05-30,13408.0,1071.3,85,84
510442,2010-05-30,14194.0,507.41,27,26
510435,2010-05-30,14454.0,257.45,5,4
510417,2010-05-30,14546.0,405.64,8,7
510439,2010-05-30,14572.0,622.8100000000001,9,8
510443,2010-05-30,14606.0,173.39,167,166
510444,2010-05-30,15420.0,153.35999999999999,6,5
510430,2010-05-30,15443.0,134.3,9,8
510431,2010-05-30,15513.0,1457.81,33,32
510414,2010-05-30,15555.0,460.28999999999996,30,29
510433,2010-05-30,15571.0,123.09,10,9
510413,2010-05-30,15580.0,227.78,8,7
510425,2010-05-30,15611.0,69.30000000000001,20,19
510420,2010-05-30,15860.0,83.23,15,14
510438,2010-05-30,15916.0,221.24,10,9
510426,2010-05-30,16011.0,159.4,25,24
510419,2010-05-30,16206.0,115.33,12,11
510422,2010-05-30,16873.0,1033.69,10,9
510427,2010-05-30,16934.0,299.06,4,3
510424,2010-05-30,17085.0,250.44,28,27
510411,2010-05-30,17243.0,202.25,59,58
510428,2010-05-30,17617.0,395.33,1,0
510429,2010-05-30,17618.0,267.32,10,9
510440,2010-05-30,17808.0,13.44,4,3
510412,2010-05-30,17920.0,968.6,46,45
510441,2010-05-30,17961.0,46.46,92,91
510445,2010-05-30,18069.0,419.44,9,8
510423,2010-05-30,18151.0,79.9,6,5
510451,2010-06-01,12525.0,147.4,3,2
510453,2010-06-01,12701.0,265.5,5,4
510452,2010-06-01,12989.0,307.0,26,25
510546,2010-06-01,13110.0,241.9,10,9
510446,2010-06-01,13503.0,371.85,4,3
510485,2010-06-01,13544.0,162.62,5,4
510549,2010-06-01,13719.0,470.8,8,7
510554,2010-06-01,13777.0,319.20000000000005,52,51
510544,2010-06-01,13869.0,770.97,10,9
510486,2010-06-01,14202.0,92.01,3,2
510498,2010-06-01,14227.0,1576.4,12,11
510516,2010-06-01,14680.0,270.05,56,55
510556,2010-06-01,14740.0,200.85000000000002,11,10
510450,2010-06-01,14857.0,743.35,6,5
510454,2010-06-01,15039.0,660.1,84,83
510518,2010-06-01,15135.0,166.63,2,1
510545,2010-06-01,15670.0,152.15,2,1
510490,2010-06-01,15711.0,313.6,2,1
510543,2010-06-01,15858.0,527.84,10,9
510449,2010-06-01,15938.0,112.24,9,8
510539,2010-06-01,15980.0,2177.6400000000003,5,4
510534,2010-06-01,16347.0,191.45,9,8
510517,2010-06-01,16518.0,155.0,3,2
510492,2010-06-01,16668.0,64.8,12,11
510537,2010-06-01,16746.0,310.0,36,35
510507,2010-06-01,16884.0,223.23,2,1
510483,2010-06-01,16960.0,311.85,6,5
510447,2010-06-01,17165.0,263.0,6,5
510484,2010-06-01,17287.0,155.21,19,18
510572,2010-06-01,17848.0,147.03,29,28
510548,2010-06-01,18038.0,149.41,1,0
510497,2010-06-01,18223.0,639.39,23,22
510488,2010-06-01,18226.0,495.19,24,23
510651,2010-06-02,12437.0,132.8,31,30
510660,2010-06-02,12677.0,186.4,2,1
510655,2010-06-02,13047.0,30.0,22,21
510589,2010-06-02,13472.0,262.18,2,1
510663,2010-06-02,13694.0,1664.8899999999999,132,131
510653,2010-06-02,13916.0,258.63,4,3
510669,2010-06-02,14033.0,109.44,1,0
510643,2010-06-02,14110.0,300.25,26,25
510672,2010-06-02,14282.0,197.15,19,18
510649,2010-06-02,14298.0,1023.6,75,74
510644,2010-06-02,14527.0,165.65,106,105
510626,2010-06-02,14961.0,336.3,20,19
510625,2010-06-02,15246.0,266.25,3,2
510656,2010-06-02,15305.0,93.6,1,0
510657,2010-06-02,15311.0,556.8499999999999,181,180
510667,2010-06-02,15389.0,504.0,5,4
510586,2010-06-02,15623.0,305.86,8,7
510640,2010-06-02,15714.0,269.0,3,2
510590,2010-06-02,15715.0,173.04000000000002,5,4
510665,2010-06-02,15838.0,330.0,27,26
510636,2010-06-02,15887.0,442.15000000000003,3,2
510648,2010-06-02,16401.0,92.1,18,17
510652,2010-06-02,16467.0,243.35999999999999,7,6
510659,2010-06-02,16549.0,227.76,26,25
510645,2010-06-02,16565.0,315.0,4,3
510671,2010-06-02,16896.0,103.95,1,0
510662,2010-06-02,17096.0,635.9,9,8
510639,2010-06-02,17241.0,171.9,12,11
510646,2010-06-02,17321.0,80.65,4,3
510593,2010-06-02,17377.0,335.42,67,66
510623,2010-06-02,17511.0,2131.62,50,49
510661,2010-06-02,17742.0,181.68,11,10
510587,2010-06-02,17745.0,489.23,2,1
510675,2010-06-02,17841.0,609.62,168,167
510670,2010-06-02,17845.0,144.9,4,3
510673,2010-06-02,17961.0,17.75,92,91
510635,2010-06-02,18231.0,319.63,28,27
510782,2010-06-03,12583.0,303.59999999999997,21,20
510683,2010-06-03,12682.0,447.02,40,39
510795,2010-06-03,12748.0,169.27999999999997,247,246
510779,2010-06-03,12823.0,381.0,17,16
510788,2010-06-03,12835.0,125.31,41,40
510741,2010-06-03,12838.0,217.54,9,8
510757,2010-06-03,12874.0,459.26,2,1
510776,2010-06-03,12877.0,124.82,17,16
510777,2010-06-03,13031.0,978.24,5,4
510682,2010-06-03,13131.0,742.17,5,4
510814,2010-06-03,13230.0,117.15,28,27
510742,2010-06-03,13694.0,682.5600000000001,132,131
510763,2010-06-03,13787.0,103.5,5,4
510728,2010-06-03,13798.0,307.72,95,94
510767,2010-06-03,13901.0,370.41,14,13
510762,2010-06-03,14085.0,336.4,27,26
510681,2010-06-03,14136.0,301.74,5,4
510775,2010-06-03,14156.0,1130.3999999999999,132,131
510783,2010-06-03,14426.0,674.33,13,12
510786,2010-06-03,14492.0,382.41,7,6
510735,2010-06-03,14606.0,433.38,167,166
510697,2010-06-03,14624.0,86.38000000000001,4,3
510725,2010-06-03,14646.0,4572.62,116,115
510796,2010-06-03,14713.0,244.01999999999998,19,18
510680,2010-06-03,14739.0,126.6,22,21
510726,2010-06-03,14859.0,351.9,2,1
510743,2010-06-03,14911.0,889.4100000000001,287,286
510731,2010-06-03,14970.0,344.4,11,10
510733,2010-06-03,15502.0,1686.41,7,6
510738,2010-06-03,15727.0,198.32999999999998,14,13
510740,2010-06-03,15768.0,52.08,34,33
510678,2010-06-03,15812.0,1352.24,12,11
510792,2010-06-03,15867.0,382.22,28,27
510753,2010-06-03,15950.0,891.03,8,7
510784,2010-06-03,16202.0,305.3,9,8
510737,2010-06-03,16279.0,752.44,7,6
510773,2010-06-03,16430.0,117.44,5,4
510685,2010-06-03,16722.0,302.3,19,18
510805,2010-06-03,16798.0,264.2,3,2
510781,2010-06-03,16892.0,139.01,3,2
510745,2010-06-03,16955.0,291.25,6,5
510806,2010-06-03,17107.0,1657.3799999999999,7,6
510734,2010-06-03,17157.0,173.48,18,17
510761,2010-06-03,17216.0,65.05,1,0
510801,2010-06-03,17290.0,310.89,6,5
510724,2010-06-03,17356.0,179.75,5,4
510729,2010-06-03,17460.0,103.56,16,15
510798,2010-06-03,17675.0,490.38,62,61
510797,2010-06-03,17683.0,506.19,3,2
510679,2010-06-03,17730.0,356.8,15,14
510819,2010-06-03,18214.0,723.55,4,3
510966,2010-06-04,12523.0,244.88,19,18
510860,2010-06-04,12675.0,12.75,2,1
510936,2010-06-04,12701.0,584.6,5,4
510987,2010-06-04,13443.0,315.54,6,5
510997,2010-06-04,13564.0,375.79,36,35
510988,2010-06-04,13694.0,782.78,132,131
510942,2010-06-04,13715.0,300.47,17,16
510984,2010-06-04,13995.0,337.88,12,11
510964,2010-06-04,14436.0,182.64000000000001,2,1
510932,2010-06-04,14486.0,97.5,2,1
510985,2010-06-04,14902.0,398.40000000000003,2,1
510995,2010-06-04,15101.0,340.57000000000005,5,4
511020,2010-06-04,15311.0,131.70000000000002,181,180
511019,2010-06-04,15544.0,312.5,18,17
510962,2010-06-04,15547.0,540.41,20,19
510901,2010-06-04,15731.0,125.3,1,0
510839,2010-06-04,16130.0,232.55,4,3
511013,2010-06-04,16133.0,310.51,46,45
510968,2010-06-04,16470.0,165.89999999999998,10,9
510994,2010-06-04,16705.0,1675.52,32,31
510965,2010-06-04,16754.0,2036.7,29,28
510986,2010-06-04,16779.0,399.55,46,45
510998,2010-06-04,17147.0,304.25,7,6
511023,2010-06-04,17235.0,117.33,7,6
510838,2010-06-04,17438.0,260.85,5,4
511003,2010-06-04,17677.0,148.5,44,43
510992,2010-06-04,17696.0,319.0,26,25
511017,2010-06-04,17888.0,39.75,21,20
510993,2010-06-04,18206.0,314.65999999999997,1,0
511096,2010-06-06,12682.0,519.86,40,39
511083,2010-06-06,12709.0,1081.33,28,27
511092,2010-06-06,12836.0,326.85,14,13
511051,2010-06-06,12911.0,1680.47,1,0
511041,2010-06-06,12932.0,372.03000000000003,8,7
511082,2010-06-06,13056.0,209.48,1,0
511066,2010-06-06,13109.0,347.49,2,1
511045,2010-06-06,13491.0,85.72999999999999,26,25
511027,2010-06-06,13593.0,513.26,14,13
511073,2010-06-06,13614.0,304.85,4,3
511064,2010-06-06,13668.0,422.84000000000003,30,29
511075,2010-06-06,13767.0,337.72,64,63
511081,2010-06-06,14128.0,286.71,2,1
511068,2010-06-06,14208.0,415.31,2,1
511090,2010-06-06,14247.0,184.35,5,4
511095,2010-06-06,14249.0,1185.89,12,11
511055,2010-06-06,14415.0,648.99,19,18
511026,2010-06-06,14441.0,630.78,9,8
511047,2010-06-06,14573.0,158.12,13,12
511071,2010-06-06,14653.0,125.35,5,4
511094,2010-06-06,14667.0,299.58,47,46
511029,2010-06-06,14687.0,311.66,3,2
511072,2010-06-06,14709.0,289.44,21,20
511091,2010-06-06,14734.0,198.36,4,3
511038,2010-06-06,14766.0,1319.53,9,8
511040,2010-06-06,14878.0,262.0,22,21
511032,2010-06-06,14984.0,392.5,5,4
511089,2010-06-06,15005.0,411.68,48,47
511060,2010-06-06,15030.0,330.93,7,6
511030,2010-06-06,15046.0,145.35,21,20
511086,2010-06-06,15373.0,101.74000000000001,14,13
511057,2010-06-06,15796.0,557.3000000000001,14,13
511077,2010-06-06,15822.0,143.87,5,4
511067,2010-06-06,15956.0,291.2,2,1
511080,2010-06-06,15976.0,200.35999999999999,6,5
511063,2010-06-06,15988.0,340.76,2,1
511037,2010-06-06,16059.0,155.15,10,9
511084,2010-06-06,16200.0,368.83,11,10
511035,2010-06-06,16242.0,708.55,10,9
511097,2010-06-06,16255.0,335.18,14,13
511033,2010-06-06,16271.0,496.95,8,7
511046,2010-06-06,16335.0,421.34000000000003,7,6
511070,2010-06-06,16340.0,373.53,3,2
511044,2010-06-06,16356.0,98.3,6,5
511056,2010-06-06,16444.0,187.2,16,15
511059,2010-06-06,16466.0,286.04,13,12
511078,2010-06-06,16497.0,328.65,22,21
511062,2010-06-06,16652.0,904.3,14,13
511053,2010-06-06,16701.0,295.4,23,22
511050,2010-06-06,16782.0,328.94,34,33
511099,2010-06-06,17009.0,242.06,1,0
511025,2010-06-06,17377.0,307.28000000000003,67,66
511039,2010-06-06,17589.0,1078.05,17,16
511087,2010-06-06,17682.0,452.0,10,9
511052,2010-06-06,17841.0,895.13,168,167
511069,2010-06-06,17915.0,242.13,1,0
511093,2010-06-06,17920.0,741.52,46,45
511065,2010-06-06,17954.0,247.31,17,16
511061,2010-06-06,18112.0,152.0,3,2
511074,2010-06-06,18137.0,145.99,2,1
511058,2010-06-06,18149.0,224.4,6,5
511042,2010-06-06,18234.0,179.6,1,0
511229,2010-06-07,12358.0,268.1,4,3
511117,2010-06-07,12471.0,736.5,61,60
511321,2010-06-07,12748.0,139.5,247,246
511294,2010-06-07,12829.0,92.30000000000001,3,2
511135,2010-06-07,12853.0,511.04,11,10
511290,2010-06-07,12937.0,587.87,7,6
511217,2010-06-07,12986.0,348.1,10,9
511309,2010-06-07,13052.0,179.54,7,6
511313,2010-06-07,13064.0,321.6,4,3
511115,2010-06-07,13078.0,309.55,46,45
511114,2010-06-07,13082.0,211.92000000000002,21,20
511239,2010-06-07,13313.0,305.53,10,9
511274,2010-06-07,13468.0,152.1,64,63
511267,2010-06-07,13623.0,384.05,9,8
511271,2010-06-07,13699.0,455.57,2,1
511105,2010-06-07,13815.0,1160.18,6,5
511322,2010-06-07,13975.0,464.1,10,9
511307,2010-06-07,13983.0,482.59,17,16
511323,2010-06-07,13997.0,143.55,3,2
511164,2010-06-07,14028.0,10396.5,3,2
511270,2010-06-07,14159.0,812.39,16,15
511137,2010-06-07,14167.0,198.95,7,6
511101,2010-06-07,14221.0,443.3,15,14
511113,2010-06-07,14309.0,664.24,9,8
511247,2010-06-07,14421.0,322.63,5,4
511284,2010-06-07,14467.0,238.69,9,8
511308,2010-06-07,14498.0,308.67,9,8
511287,2010-06-07,14514.0,552.9,8,7
511251,2010-06-07,14515.0,196.1,8,7
511266,2010-06-07,14534.0,288.4,22,21
511314,2010-06-07,14606.0,156.3,167,166
511278,2010-06-07,14786.0,90.96,1,0
511301,2010-06-07,14871.0,148.07,8,7
511166,2010-06-07,14895.0,147.89999999999998,31,30
511160,2010-06-07,15059.0,291.33,17,16
511110,2010-06-07,15078.0,387.94,42,41
511292,2010-06-07,15164.0,142.45,8,7
511174,2010-06-07,15249.0,458.25,16,15
511285,2010-06-07,15260.0,726.11,25,24
511119,2010-06-07,15366.0,238.14000000000001,6,5
511204,2010-06-07,15471.0,269.25,2,1
511295,2010-06-07,15551.0,287.12,6,5
511159,2010-06-07,15622.0,314.79,13,12
511233,2010-06-07,15640.0,1734.9,25,24
511315,2010-06-07,15681.0,181.5,12,11
511303,2010-06-07,15720.0,143.19,1,0
511291,2010-06-07,15872.0,121.54,2,1
511125,2010-06-07,15958.0,81.44999999999999,3,2
511280,2010-06-07,16232.0,678.75,6,5
511283,2010-06-07,16317.0,476.36,5,4
511259,2010-06-07,16382.0,195.77,2,1
511107,2010-06-07,16422.0,644.04,96,95
511262,2010-06-07,16655.0,403.4,10,9
511109,2010-06-07,16684.0,5368.86,45,44
511209,2010-06-07,16719.0,203.51,12,11
511300,2010-06-07,16788.0,392.27,5,4
511185,2010-06-07,16883.0,118.3,19,18
511269,2010-06-07,16984.0,870.3,8,7
511302,2010-06-07,17031.0,118.0,5,4
511296,2010-06-07,17040.0,13.52,2,1
511106,2010-06-07,17071.0,380.86,10,9
511297,2010-06-07,17101.0,168.4,4,3
511316,2010-06-07,17133.0,1511.76,8,7
511133,2010-06-07,17227.0,139.54999999999998,9,8
511304,2010-06-07,17402.0,273.49,18,17
511279,2010-06-07,17412.0,308.22,13,12
511100,2010-06-07,17416.0,1819.45,20,19
511177,2010-06-07,17505.0,365.47,5,4
511305,2010-06-07,17512.0,158.4,16,15
511276,2010-06-07,17515.0,163.42000000000002,8,7
511306,2010-06-07,17588.0,602.4300000000001,7,6
511104,2010-06-07,17602.0,162.8,10,9
511289,2010-06-07,17611.0,252.22,22,21
511123,2010-06-07,17673.0,577.89,11,10
511310,2010-06-07,17784.0,112.86,1,0
511134,2010-06-07,17897.0,420.3,9,8
511132,2010-06-07,17987.0,197.32,5,4
511111,2010-06-07,17994.0,141.5,11,10
511299,2010-06-07,18037.0,7.95,15,14
511281,2010-06-07,18100.0,451.56,1,0
511236,2010-06-07,18203.0,112.35,4,3
511479,2010-06-08,12409.0,211.2,5,4
511460,2010-06-08,12647.0,1488.35,32,31
511473,2010-06-08,12840.0,491.69,7,6
511488,2010-06-08,12843.0,965.04,28,27
511329,2010-06-08,12928.0,484.78999999999996,10,9
511332,2010-06-08,12931.0,192.89999999999998,53,52
511503,2010-06-08,12932.0,364.32000000000005,8,7
511439,2010-06-08,12939.0,877.5,16,15
511497,2010-06-08,13089.0,1663.71,177,176
511468,2010-06-08,13141.0,160.04,16,15
511328,2010-06-08,13178.0,1258.2,18,17
511505,2010-06-08,13468.0,25.5,64,63
511325,2010-06-08,13771.0,977.86,7,6
511466,2010-06-08,13871.0,311.0,13,12
511480,2010-06-08,14134.0,701.88,15,14
511445,2010-06-08,14194.0,648.21,27,26
511401,2010-06-08,14209.0,343.45,14,13
511500,2010-06-08,14210.0,324.64,16,15
511438,2010-06-08,14211.0,203.97,15,14
511411,2010-06-08,14535.0,209.0,8,7
511331,2010-06-08,14543.0,597.0,36,35
511478,2010-06-08,14671.0,183.5,2,1
511326,2010-06-08,14825.0,252.3,19,18
511362,2010-06-08,15039.0,617.35,84,83
511476,2010-06-08,15311.0,791.1700000000001,181,180
511481,2010-06-08,15353.0,591.74,7,6
511441,2010-06-08,15380.0,326.52,8,7
511514,2010-06-08,15523.0,1242.8899999999999,15,14
511501,2010-06-08,15532.0,398.54,9,8
511327,2010-06-08,15615.0,88.28,43,42
