Transaction,ID,Avr_Spend,Transactions,Freq,Age,Recency,A_Total_S,p_alive,pred_txn_90d,exp_avg_spend,CLV1,CLV2
1,12899.0,366.4,1,0,322,0,366.4,1.0,0.14099096295121016,-21.005957679394605,-2.9616502009302135,-2.9616502009302135
1,12900.0,340.33,1,0,331,0,340.33,1.0,0.1376884419876706,-21.005957679394605,-2.8922775853347877,-2.8922775853347877
19,12901.0,727.466875,19,18,179,162,727.466875,0.9660841901692215,6.9463877458774155,734.8647947174851,4931.527269371616,5104.655804902261
1,12902.0,138.68,1,0,173,0,138.68,1.0,0.23394567361804516,-21.005957679394605,-4.91425291929812,-4.91425291929812
1,12903.0,833.5300000000001,1,0,337,0,833.5300000000001,1.0,0.1355714659724903,-21.005957679394605,-2.8478084767516174,-2.8478084767516174
1,12904.0,244.69,1,0,81,0,244.69,1.0,0.3951972568441941,-21.005957679394605,-8.30149685228198,-8.30149685228198
2,12905.0,509.21,2,1,591,106,509.21,0.5098958940449089,0.1130294223121669,622.5936231265854,35.88208667263702,70.37139755723689
2,12907.0,254.455,2,1,403,99,254.455,0.6270097318796102,0.1962229254563935,313.36073634996905,38.55392577618718,61.48856040976055
5,12908.0,355.2,5,4,539,454,355.2,0.9353471947267303,0.6513651893676076,372.53252325628506,226.96640935360713,242.65471755642278
6,12909.0,490.578,6,5,562,452,490.578,0.9225588909802145,0.7532300685403124,509.2615585379869,353.8853970046978,383.5911186425142
9,12910.0,601.1971428571429,9,8,530,487,601.1971428571429,0.9663959228746223,1.2790013900288721,615.2074418202449,760.4097657323076,786.8511732441997
1,12911.0,1680.47,1,0,460,0,1680.47,1.0,0.10308692122982917,-21.005957679394605,-2.165439504652877,-2.165439504652877
11,12913.0,462.1472727272727,11,10,647,456,462.1472727272727,0.6961472772449329,0.946233559232715,470.8116763292154,310.13208621185333,445.4978082213145
1,12914.0,223.98,1,0,309,0,223.98,1.0,0.1460512892174964,-21.005957679394605,-3.067947200323751,-3.067947200323751
4,12915.0,293.6875,4,3,498,441,293.6875,0.9396090647737636,0.5497784241387109,313.32037530029754,161.85403400804472,172.25678218314707
7,12916.0,664.8599999999999,7,6,593,546,664.8599999999999,0.9628182936136884,0.8823302861829617,685.6074733646631,582.4398253192851,604.9322381830204
6,12917.0,871.8399999999999,6,5,639,602,871.8399999999999,0.9637443140571345,0.6994004755210993,904.4476286507837,609.6368023675138,632.5711015622887
3,12919.0,147.21666666666667,3,2,78,53,147.21666666666667,0.9031196163671681,1.6042759902021988,163.46597502463115,236.83818740820678,262.24453894700804
3,12920.0,161.93,3,2,634,154,161.93,0.4142393167803149,0.14026561885244723,179.600529143434,10.435425473272133,25.191779366530753
61,12921.0,700.4147619047619,61,60,647,640,700.4147619047619,0.9953652865941608,7.7412921942719315,702.5392239833411,5413.355237313021,5438.561410792098
1,12922.0,405.38,1,0,70,0,405.38,1.0,0.4307929316329083,-21.005957679394605,-9.049218090463206,-9.049218090463206
2,12923.0,306.45,2,1,484,185,306.45,0.7291433122803677,0.19379955259278167,376.4745670812605,53.19873549160561,72.96060266290945
11,12924.0,218.87800000000001,11,10,639,532,218.87800000000001,0.9198366120710153,1.2647181912754037,223.17984731501474,259.63272598576134,282.2596128253662
1,12925.0,35.28,1,0,501,0,35.28,1.0,0.09546374336201942,-21.005957679394605,-2.0053073529791674,-2.0053073529791674
4,12926.0,387.02000000000004,4,3,634,314,387.02000000000004,0.7038331090338308,0.330382455634624,412.47563802144646,95.9146557632908,136.27471417898374
1,12927.0,197.31,1,0,303,0,197.31,1.0,0.14851153047451104,-21.005957679394605,-3.119626924049701,-3.119626924049701
10,12928.0,375.37,10,9,458,402,375.37,0.9529614826120977,1.6061756596907786,383.2837951145412,586.6631985341353,615.6211024668834
1,12929.0,117.85,1,0,220,0,117.85,1.0,0.19365128394704703,-21.005957679394605,-4.067830675152098,-4.067830675152098
1,12930.0,221.56,1,0,80,0,221.56,1.0,0.398187111128505,-21.005957679394605,-8.364301604845773,-8.364301604845773
53,12931.0,2123.643076923077,53,52,647,637,2123.643076923077,0.9938114375879193,6.708668223370356,2130.933644036926,14207.256826185803,14295.726823861325
8,12932.0,242.65142857142857,8,7,576,128,242.65142857142857,0.0032686441254894654,0.003543123493902724,249.4582818470729,0.002889028696978821,0.8838614991609713
7,12933.0,239.49833333333333,7,6,638,558,239.49833333333333,0.9497218068492537,0.8137162695113492,247.3785988263956,191.17519189840536,201.29599059395926
1,12934.0,181.65,1,0,645,0,181.65,1.0,0.07578362076592275,-21.005957679394605,-1.5919075306002635,-1.5919075306002635
12,12935.0,328.95454545454544,12,11,516,498,328.95454545454544,0.9810848306695588,1.7950042074711987,334.65058099450414,589.3368738157949,600.6992009178161
7,12937.0,288.79571428571427,7,6,645,539,288.79571428571427,0.9347239598405113,0.7928440679749654,298.16722757552935,220.96885407451433,236.4001176478
16,12939.0,1548.0771428571427,16,15,605,558,1548.0771428571427,0.9694540968025669,2.0635961118894817,1566.7246219246858,3134.329280616586,3233.0868382053
1,12941.0,377.49,1,0,633,0,377.49,1.0,0.07710819653308772,-21.005957679394605,-1.6197315131084824,-1.6197315131084824
3,12942.0,314.21666666666664,3,2,274,234,314.21666666666664,0.921531253302702,0.6550395346977278,346.5971851179755,209.21971803531216,227.03485886722092
2,12943.0,248.25,2,1,514,47,248.25,0.37130906634081257,0.09347410766464821,305.82883290372104,10.61464096451972,28.587077253796128
1,12944.0,286.95,1,0,263,0,286.95,1.0,0.16730238306117412,-21.005957679394605,-3.5143467782448883,-3.5143467782448883
2,12945.0,450.055,2,1,565,368,450.055,0.8438419629907421,0.19491722368633566,550.7886677095347,90.59335249945242,107.35819794783818
1,12946.0,324.45,1,0,345,0,324.45,1.0,0.1328481435171751,-21.005957679394605,-2.7906024805079213,-2.7906024805079213
6,12947.0,318.005,6,5,282,230,318.005,0.9327740703890453,1.3970558166476936,330.38601972851814,430.5383921772666,461.5677106008059
6,12948.0,279.4066666666667,6,5,646,632,279.4066666666667,0.9699932265883094,0.69689416589229,290.37803660168214,196.29050613635934,202.36275961097013
21,12949.0,987.26,21,20,645,622,987.26,0.985321068345345,2.6115228938860358,996.2202915474533,2563.462625383548,2601.6520987299955
14,12951.0,207.24500000000003,14,13,607,525,207.24500000000003,0.9349937520195277,1.7296559781851477,210.3806636415665,340.2312977919513,363.88617256219425
1,12953.0,498.96000000000004,1,0,431,0,498.96000000000004,1.0,0.10925853057245968,-21.005957679394605,-2.2950800693179296,-2.2950800693179296
1,12954.0,162.45,1,0,547,0,162.45,1.0,0.0881506652818105,-21.005957679394605,-1.8516891443201906,-1.8516891443201906
6,12955.0,307.22666666666663,6,5,176,175,307.22666666666663,0.9724756489438671,2.13018139394693,319.21405086625083,661.2677181416105,679.9838318417164
4,12956.0,130.4725,4,3,633,418,130.4725,0.8554667490790874,0.402144679625936,139.92283205402947,48.13644881852497,56.269222468721324
9,12957.0,800.59,9,8,637,542,800.59,0.9393615117804004,1.050654235857747,819.0900765570573,808.3961604899359,860.5804584837185
2,12958.0,269.745,2,1,492,183,269.745,0.7216841794087112,0.189004246711747,331.9204146244463,45.27440084342137,62.73436793434421
1,12959.0,150.95,1,0,393,0,150.95,1.0,0.11856008848019046,-21.005957679394605,-2.490468201080161,-2.490468201080161
4,12960.0,330.51750000000004,4,3,570,248,330.51750000000004,0.6215559533935323,0.3216973815442217,352.4480995766205,70.4730276068538,113.38163076403593
1,12961.0,211.99,1,0,288,0,211.99,1.0,0.1550411248090761,-21.005957679394605,-3.2567873063051893,-3.2567873063051893
1,12962.0,170.54000000000002,1,0,22,0,170.54000000000002,1.0,0.7114494653693929,-21.005957679394605,-14.944677360577385,-14.944677360577385
5,12963.0,422.15200000000004,5,4,428,154,422.15200000000004,0.3661441115996011,0.31373886518467947,442.5691291041376,50.83952595647394,138.851136330904
1,12964.0,132.24,1,0,346,0,132.24,1.0,0.13251540833845088,-21.005957679394605,-2.783613059425194,-2.783613059425194
3,12967.0,1435.64,3,2,292,25,1435.64,0.2336158801593747,0.15740170755432656,1576.3433651194443,57.964570659146226,248.11913736173378
1,12968.0,135.95,1,0,21,0,135.95,1.0,0.7212871387626719,-21.005957679394605,-15.15132711154031,-15.15132711154031
1,12969.0,122.45,1,0,511,0,122.45,1.0,0.0937725067711574,-21.005957679394605,-1.9697813087256761,-1.9697813087256761
8,12970.0,273.8675,8,7,644,413,273.8675,0.6929209686765553,0.6779141811509465,281.4802598389984,132.22280496777316,190.81945985891025
94,12971.0,161.85250000000002,94,93,633,632,161.85250000000002,0.9981316371033787,12.235224918894964,162.19954848391836,1980.840101673696,1984.5479574439498
4,12972.0,290.3,4,3,570,248,290.3,0.6215559533935323,0.3216973815442217,309.7215383199542,61.92972680709342,99.6366078853776
1,12973.0,385.55,1,0,322,0,385.55,1.0,0.14099096295121016,-21.005957679394605,-2.9616502009302135,-2.9616502009302135
2,12974.0,204.475,2,1,474,368,204.475,0.874633104322918,0.2368759167949057,252.6928017418346,52.35277297955933,59.85683908007041
6,12975.0,420.01800000000003,6,5,642,297,420.01800000000003,0.4286100295787459,0.309706210677335,436.12463666494705,57.892574688203965,135.07050860453026
8,12976.0,450.9114285714286,8,7,574,454,450.9114285714286,0.9064321829805128,0.9856786406826732,463.0949385883982,413.7525628036951,456.4627895748383
4,12977.0,172.54333333333332,4,3,420,355,172.54333333333332,0.9310845956100141,0.6345119253290635,184.61835110756743,109.06961952397599,117.14254541233966
5,12978.0,500.564,5,4,638,344,500.564,0.694271177436424,0.4142897706360139,524.593718925828,150.88860120051547,217.3338114908748
1,12979.0,517.7,1,0,638,0,517.7,1.0,0.07655070181192045,-21.005957679394605,-1.6080208025891567,-1.6080208025891567
21,12980.0,773.6085714285715,21,20,646,580,773.6085714285715,0.9449582537591845,2.50096557746102,780.6701783333974,1844.9641283958942,1952.429243362183
1,12981.0,187.18,1,0,42,0,187.18,1.0,0.5592807839118406,-21.005957679394605,-11.74822847775076,-11.74822847775076
8,12982.0,343.10125,8,7,515,364,343.10125,0.8215464437153921,0.9860453090605652,352.5014203290816,285.5550615758828,347.5823719526775
1,12983.0,490.08000000000004,1,0,507,0,490.08000000000004,1.0,0.09444175588728827,-21.005957679394605,-1.9838395273360938,-1.9838395273360938
10,12986.0,389.9771428571429,10,9,596,259,389.9771428571429,0.04848229793070735,0.06435941203534062,398.1825750741386,1.2424459787768598,25.626796414489437
4,12987.0,264.4525,4,3,597,491,264.4525,0.9238520443756366,0.45831676377868547,282.2614825710468,119.51427606536998,129.365169231336
1,12988.0,535.32,1,0,201,0,535.32,1.0,0.20814072608603143,-21.005957679394605,-4.372195283521641,-4.372195283521641
26,12989.0,504.39909090909094,26,25,638,572,504.39909090909094,0.926191650162644,3.081812138322866,508.12781329242654,1450.373948002568,1565.9544628240549
6,12990.0,134.98333333333332,6,5,528,434,134.98333333333332,0.9304291276476494,0.8040540626108277,140.68021848031017,105.24502667402135,113.11450119807223
2,12991.0,282.31,2,1,298,277,282.31,0.9005962581742805,0.36606345993265665,347.17236737256974,114.45418292702213,127.08711799341424
1,12992.0,93.35000000000001,1,0,634,0,93.35000000000001,1.0,0.07699604871927311,-21.005957679394605,-1.6173757408776561,-1.6173757408776561
7,12993.0,202.87833333333333,7,6,568,539,202.87833333333333,0.9688767190019167,0.9235814150988326,209.6508423236751,187.60323250642023,193.6296216299621
2,12994.0,322.735,2,1,177,148,322.735,0.8893183600559365,0.5515701917636207,396.2420203644432,194.36522955621354,218.55528715722042
1,12996.0,355.5,1,0,284,0,355.5,1.0,0.15688058336463367,-21.005957679394605,-3.295426894876232,-3.295426894876232
6,12997.0,248.74833333333333,6,5,521,376,248.74833333333333,0.8748407936724968,0.7652240945091533,258.6000302275662,173.11959736617627,197.88697397092903
3,12998.0,306.6933333333333,3,2,562,161,306.6933333333333,0.5077267171496583,0.19202540170377738,338.34714237983826,32.98763740557509,64.97124593081361
3,12999.0,151.96,3,2,154,49,151.96,0.7113596831300919,0.7986909113153047,168.6674862414541,95.82953093929471,134.7131882954486
4,13000.0,258.125,4,3,634,619,258.125,0.955245079385424,0.4483963755178758,275.5392269273207,118.02128483902911,123.5507906672081
31,13001.0,742.3774193548387,31,30,645,578,742.3774193548387,0.8990208881877183,3.5400930759844016,746.8867686500819,2377.054991125152,2644.0486782425187
3,13002.0,138.04333333333332,3,2,343,116,138.04333333333332,0.6350689310162694,0.3728315200430172,153.4065520670087,36.3226392202811,57.194797991701115
3,13003.0,49.68333333333334,3,2,123,109,49.68333333333334,0.9299212416018988,1.228243576629277,56.511499828398456,64.5457279915362,69.40988666991689
30,13004.0,326.00100000000003,30,29,633,610,326.00100000000003,0.9859115771098506,3.8209358326578133,328.12190438041523,1236.0696248675545,1253.7327419270493
4,13005.0,249.92000000000002,4,3,366,284,249.92000000000002,0.9127399172452395,0.7020719168745678,266.82233912696154,170.98217320567773,187.3284710958219
1,13007.0,175.25,1,0,488,0,175.25,1.0,0.09775578849938471,-21.005957679394605,-2.053453956133925,-2.053453956133925
3,13008.0,204.04333333333332,3,2,632,400,204.04333333333332,0.8489188321497239,0.2882908661679892,225.78176084641427,55.25682238816187,65.09081939934656
1,13009.0,234.0,1,0,581,0,234.0,1.0,0.08342714046671111,-21.005957679394605,-1.7524669819566427,-1.7524669819566427
2,13010.0,165.06,2,1,557,274,165.06,0.7859384933659782,0.18392064378612302,204.84913142211434,29.61100620335684,37.675984130183394
1,13011.0,101.10000000000001,1,0,281,0,101.10000000000001,1.0,0.1582891116527934,-21.005957679394605,-3.325014380487546,-3.325014380487546
7,13012.0,331.90000000000003,7,6,501,444,331.90000000000003,0.9540546483474082,1.019293293453222,342.5754197014788,333.14140809845213,349.1848278036401
25,13013.0,500.04,25,24,634,633,500.04,0.993592535157581,3.19535728992119,503.89300033657884,1599.8013963867375,1610.118171965748
6,13014.0,656.2133333333333,6,5,341,319,656.2133333333333,0.9631760072505964,1.2267992301642774,680.9460601453413,804.6219242410735,835.3841023697025
10,13015.0,625.3975,10,9,512,406,625.3975,0.8928734263603608,1.361249831559511,638.3031882141761,775.8088873609731,868.8901074404461
1,13016.0,425.25,1,0,32,0,425.25,1.0,0.6261712819343145,-21.005957679394605,-13.153327448364477,-13.153327448364477
25,13018.0,420.065,25,24,557,556,420.065,0.9935631674282548,3.5980446221921234,423.32660585903545,1513.3437688704003,1523.148017641947
6,13019.0,204.99166666666667,6,5,642,354,204.99166666666667,0.6383140075759733,0.461234686231947,213.24532626746634,62.7821026280608,98.356141151404
2,13020.0,309.48,2,1,568,97,309.48,0.5004771535497503,0.1150462293228074,380.15251509772,21.888425079408805,43.735113429574305
12,13021.0,285.2775,12,11,643,568,285.2775,0.9522345380229801,1.4246807665377395,290.2626381645075,393.77907002467475,413.5315978374771
1,13022.0,50.3,1,0,338,0,50.3,1.0,0.1352249548899826,-21.005957679394605,-2.8405296796170187,-2.8405296796170187
2,13023.0,471.265,2,1,437,399,471.265,0.897865803960791,0.2615097754990292,576.5343038247514,135.37064936145077,150.76935636069985
2,13024.0,277.935,2,1,491,112,277.935,0.5917063552417338,0.15524848810678823,341.8617988669557,31.40394346688431,53.073527415561806
1,13025.0,323.39,1,0,640,0,323.39,1.0,0.07632995530819363,-21.005957679394605,-1.6033838108739968,-1.6033838108739968
7,13026.0,194.56,7,6,635,634,194.56,0.9769433422463022,0.8406850562662522,201.08087906566138,165.14806150928604,169.045690131383
19,13027.0,911.7473684210527,19,18,597,575,911.7473684210527,0.984539117323926,2.5297236470560835,920.9667200413461,2293.7706600483134,2329.7912898402733
4,13029.0,363.25,4,3,432,385,363.25,0.9410590286832272,0.6254608358670991,387.2226918892662,227.91755976410806,242.1926285357686
1,13030.0,855.48,1,0,277,0,855.48,1.0,0.1602070168097105,-21.005957679394605,-3.365301815046839,-3.365301815046839
5,13031.0,683.854,5,4,463,147,683.854,0.26175607963625913,0.20909645468816204,716.3282374742339,39.206269244917856,149.78169484888213
7,13032.0,458.3425,7,6,369,68,458.3425,0.009077911498639896,0.012727872402366884,472.8428105151116,0.05463344007206042,6.0182829586128825
2,13033.0,110.275,2,1,338,72,110.275,0.6090697530979456,0.22226179118471584,138.34867528952844,18.728666127691906,30.749624377883226
2,13034.0,222.88500000000002,2,1,310,32,222.88500000000002,0.4790211134802356,0.18827541195856531,275.03967401345835,24.805249922127352,51.78320792983338
2,13035.0,387.65999999999997,2,1,340,171,387.65999999999997,0.8011547095055414,0.2908710153212884,475.05085698775497,110.70237613741729,138.17852510127645
1,13036.0,307.1,1,0,593,0,307.1,1.0,0.08187867401028276,-21.005957679394605,-1.7199399611049466,-1.7199399611049466
12,13037.0,355.9045454545454,12,11,645,598,355.9045454545454,0.9709838633284934,1.448575004394819,362.0392252312886,509.22372135268154,524.4409722805107
2,13038.0,295.88,2,1,199,107,295.88,0.8265748206669482,0.46789238765248975,363.64423357169704,140.63870419692282,170.146368701921
4,13039.0,252.6825,4,3,631,138,252.6825,0.18057929066777587,0.08513609420755595,269.75718404451084,4.14719717790017,22.966073033978486
4,13041.0,199.78250000000003,4,3,498,139,199.78250000000003,0.32954149131478766,0.19281934218779312,213.5568958496294,13.569826633669413,41.17790017739259
3,13042.0,518.8466666666667,3,2,641,134,518.8466666666667,0.3444687125881383,0.11546535663274966,570.9932301563052,22.71080050386584,65.92993695488349
1,13043.0,516.42,1,0,182,0,516.42,1.0,0.22497877592776136,-21.005957679394605,-4.725894645900556,-4.725894645900556
11,13044.0,441.26363636363635,11,10,609,409,441.26363636363635,0.5956221611761766,0.8560088428064716,449.553532991925,229.20839191923744,384.82179955597866
3,13045.0,269.64,3,2,395,387,269.64,0.940474755093146,0.4881075988757465,297.71467668327904,136.66677811580186,145.31679598594454
2,13046.0,258.83,2,1,365,190,258.83,0.8063790133536156,0.2752740547034189,318.671304855583,70.73713320491275,87.72194220522564
22,13047.0,484.6841176470589,22,21,632,596,484.6841176470589,0.9775639574184993,2.7682987592515254,488.9622914183531,1323.2244186585365,1353.5937046542097
8,13048.0,452.91875,8,7,590,568,452.91875,0.9742240569981973,1.0330683335559545,465.1540831144964,468.1496861423697,480.5359534898408
3,13049.0,301.78000000000003,3,2,310,83,301.78000000000003,0.5496243971948175,0.3519710878287084,332.95921017070475,64.41159082377214,117.1920154063705
30,13050.0,363.606,30,29,633,618,363.606,0.9901074589173589,3.837197123751385,365.95674590797097,1390.3565900756817,1404.2481728154826
2,13051.0,77.9,2,1,528,41,77.9,0.3385246757375718,0.08316949404441239,99.05046834798479,2.788758606864606,8.23797733736398
7,13052.0,527.9466666666666,7,6,563,442,527.9466666666666,0.9089507399144533,0.8734811560411644,544.5525060796875,432.34819358224246,475.65635253559867
1,13053.0,127.65,1,0,530,0,127.65,1.0,0.09071893949216632,-21.005957679394605,-1.9056382036920056,-1.9056382036920056
2,13055.0,725.78,2,1,338,216,725.78,0.8454248248676155,0.30851250604934155,885.4758679862026,230.95347413982745,273.1803790786393
1,13056.0,209.48,1,0,460,0,209.48,1.0,0.10308692122982917,-21.005957679394605,-2.165439504652877,-2.165439504652877
3,13057.0,240.6966666666667,3,2,540,101,240.6966666666667,0.3203535221343145,0.125649510278668,265.9755889140074,10.706119402353638,33.41970249312535
1,13058.0,47.550000000000004,1,0,60,0,47.550000000000004,1.0,0.46925324541745217,-21.005957679394605,-9.85711381415757,-9.85711381415757
10,13059.0,255.9077777777778,10,9,527,369,255.9077777777778,0.7409250995883688,1.100417674529423,261.43646468310936,213.15622807182257,287.6893065037808
1,13060.0,307.53,1,0,162,0,307.53,1.0,0.24592809569445137,-21.005957679394605,-5.165955170331752,-5.165955170331752
1,13062.0,346.98,1,0,100,0,346.98,1.0,0.3458845999972761,-21.005957679394605,-7.265637269497113,-7.265637269497113
1,13063.0,188.4,1,0,389,0,188.4,1.0,0.1196322281564256,-21.005957679394605,-2.512989521745556,-2.512989521745556
4,13064.0,305.125,4,3,500,439,305.125,0.938009141965389,0.5468597053896149,325.4714300494271,166.95363046080996,177.98721034956637
5,13065.0,252.18200000000002,5,4,456,174,252.18200000000002,0.4068102995069032,0.32943241092851494,264.76828826354307,35.48331871022507,87.22325554007502
2,13067.0,196.525,2,1,355,37,196.525,0.45625549191643844,0.15956588346867473,243.0427401144903,17.694194589647363,38.781329547016156
1,13068.0,165.0,1,0,228,0,165.0,1.0,0.18813769164459673,-21.005957679394605,-3.952012388585391,-3.952012388585391
34,13069.0,314.541724137931,34,33,452,444,314.541724137931,0.9922345667356968,5.927423247019,316.342665531492,1860.5359300895989,1875.0968696953219
4,13070.0,187.925,4,3,641,540,187.925,0.9289978535776744,0.43168226238569907,200.9596384343022,80.59122465677328,86.75071136753166
1,13071.0,129.22,1,0,521,0,129.22,1.0,0.09214017676553926,-21.005957679394605,-1.9354926537088557,-1.9354926537088557
1,13072.0,177.15,1,0,175,0,177.15,1.0,0.23189166733753622,-21.005957679394605,-4.871106550296538,-4.871106550296538
2,13073.0,209.04,2,1,346,26,209.04,0.4107324570738136,0.1468821242300042,258.234000651121,15.579065077719763,37.929958564048945
4,13074.0,344.685,4,3,632,212,344.685,0.42231588135902015,0.1988151329903535,367.49947165603413,30.85628027151953,73.06445633117907
1,13075.0,919.61,1,0,38,0,919.61,1.0,0.5842305942666984,-21.005957679394605,-12.272323138173828,-12.272323138173828
1,13076.0,135.4,1,0,366,0,135.4,1.0,0.12619428227240928,-21.005957679394605,-2.6508317527958063,-2.6508317527958063
10,13077.0,323.6488888888889,10,9,637,438,323.6488888888889,0.6986370634275598,0.8723865269158065,330.5300525622446,201.45197250484307,288.34996459607555
46,13078.0,529.3702222222222,46,45,647,632,529.3702222222222,0.9910146356599899,5.799329744668165,531.5333653466457,3054.839535602112,3082.537255938373
3,13079.0,86.19333333333334,3,2,326,326,86.19333333333334,0.9430639158318112,0.5784537838888186,96.54814941227873,52.668839353192546,55.848642354995654
4,13080.0,70.1825,4,3,518,430,70.1825,0.9264709718296629,0.5231260612452896,75.87150170867211,36.771966262149164,39.6903598496229
25,13081.0,2260.813181818182,25,24,640,588,2260.813181818182,0.9587587522557517,3.056671118551752,2277.6866452486493,6675.011686905802,6962.138985642577
21,13082.0,458.484375,21,20,626,591,458.484375,0.9781885256418521,2.665073644811322,462.74552568377516,1206.3518842679812,1233.2509047541898
1,13083.0,91.67999999999999,1,0,334,0,91.67999999999999,1.0,0.13662174645778996,-21.005957679394605,-2.8698706241773158,-2.8698706241773158
1,13084.0,122.39999999999999,1,0,400,0,122.39999999999999,1.0,0.11672940139255665,-21.005957679394605,-2.452012865593111,-2.452012865593111
8,13085.0,486.65600000000006,8,7,647,581,486.65600000000006,0.9585516788007876,0.9337777339805964,499.7623290457664,447.32437412426987,466.666935145221
1,13086.0,439.33000000000004,1,0,291,0,439.33000000000004,1.0,0.15368962273399225,-21.005957679394605,-3.2283977109123643,-3.2283977109123643
1,13087.0,313.64,1,0,635,0,313.64,1.0,0.07688422675465445,-21.005957679394605,-1.6150268134212498,-1.6150268134212498
1,13088.0,236.11,1,0,326,0,236.11,1.0,0.13950380565893492,-21.005957679394605,-2.9304110377860764,-2.9304110377860764
177,13089.0,886.9830701754387,177,176,646,638,886.9830701754387,0.9933394216765272,22.548494178268097,887.892852395336,19887.297726976438,20020.64681316209
18,13090.0,592.605294117647,18,17,403,358,592.605294117647,0.9475060206343133,3.2820699527250925,599.0307367265747,1862.8544276591952,1966.0607817690664
1,13091.0,762.98,1,0,638,0,762.98,1.0,0.07655070181192045,-21.005957679394605,-1.6080208025891567,-1.6080208025891567
11,13092.0,191.1090909090909,11,10,576,456,191.1090909090909,0.8777019708542887,1.3274978846119623,194.91295741634661,227.1023469280442,258.7465386536616
55,13093.0,1277.7593023255815,55,54,644,460,1277.7593023255815,1.6569874958633076e-05,0.0001166069969917397,1282.0102978909479,2.477053324028661e-06,0.14949137094954906
11,13094.0,186.50181818181818,11,10,298,260,186.50181818181818,0.9525982119006374,2.5799188338089367,190.22306230780632,467.49715665012104,490.76006107272036
1,13096.0,419.70000000000005,1,0,303,0,419.70000000000005,1.0,0.14851153047451104,-21.005957679394605,-3.119626924049701,-3.119626924049701
25,13097.0,585.6885,25,24,647,616,585.6885,0.9812427391589904,3.097109099376679,590.1748488818727,1793.5507000439443,1827.8358946953042
18,13098.0,842.7477777777777,18,17,226,223,842.7477777777777,0.9895429696866368,5.598840200599217,851.7925924534752,4719.180502414763,4769.050609201143
1,13099.0,207.35999999999999,1,0,8,0,207.35999999999999,1.0,0.8798247350041477,-21.005957679394605,-18.4815611487817,-18.4815611487817
4,13101.0,173.85,4,3,590,447,173.85,0.9028414504816769,0.4527638842448888,186.00653718018202,76.03463659709611,84.21704226864054
32,13102.0,365.5189285714286,32,31,491,449,365.5189285714286,0.9408167635833985,4.907194961004571,367.72807983316966,1697.716438369431,1804.5133803772167
2,13103.0,232.85000000000002,2,1,486,140,232.85000000000002,0.6553609416066597,0.17354321481520424,287.13563176395974,32.65692448822402,49.830440624312246
6,13104.0,164.51,6,5,562,520,164.51,0.9604885638291457,0.7841980320589955,171.28522858761306,129.01430225753225,134.32153917918137
1,13105.0,72.0,1,0,345,0,72.0,1.0,0.1328481435171751,-21.005957679394605,-2.7906024805079213,-2.7906024805079213
2,13106.0,301.73,2,1,322,280,301.73,0.8920466395995506,0.33940187964886653,370.74522231634666,112.24767852652037,125.83162532500495
7,13107.0,665.2385714285714,7,6,582,498,665.2385714285714,0.9433518202692903,0.8794480517352483,685.9974965944837,569.1233625219792,603.2991618752764
2,13108.0,549.26,2,1,344,63,549.26,0.573106946297893,0.20598040812598126,671.2080845322633,79.23531074043613,138.25571518941373
2,13109.0,358.67,2,1,460,394,358.67,0.8891593376954259,0.2473748832240513,439.8615127642693,96.75004137006997,108.81069035481568
10,13110.0,279.00444444444446,10,9,647,601,279.00444444444446,0.9700337504417198,1.1939958375487205,284.9942649889073,330.08499180501786,340.28196612201236
1,13111.0,321.88,1,0,627,0,321.88,1.0,0.07778800673718887,-21.005957679394605,-1.634011577485852,-1.634011577485852
1,13112.0,20.6,1,0,450,0,20.6,1.0,0.10513469426097162,-21.005957679394605,-2.2084549382820606,-2.2084549382820606
33,13113.0,536.30875,33,32,530,508,536.30875,0.9836431438232498,4.939379350166642,539.3939452288386,2620.6922119583724,2664.2713146682418
1,13114.0,234.38,1,0,639,0,234.38,1.0,0.07644016914091406,-21.005957679394605,-1.6056989579798062,-1.6056989579798062
7,13115.0,582.6385714285715,7,6,508,415,582.6385714285715,0.9275114989630348,0.9785862285880789,600.8988432049504,545.4058228621519,588.0313327348717
1,13116.0,501.14,1,0,47,0,501.14,1.0,0.5309586762117721,-21.005957679394605,-11.153295482011867,-11.153295482011867
17,13117.0,147.09823529411764,17,16,532,502,147.09823529411764,0.9781925572911326,2.4918787269084115,148.9697857708018,363.11939811737756,371.2146401143644
7,13118.0,288.18571428571425,7,6,348,231,288.18571428571425,0.8093223803618157,1.1940739483284692,297.5387750504977,287.53872598221005,355.283299905364
1,13119.0,134.9,1,0,577,0,134.9,1.0,0.08395639856413253,-21.005957679394605,-1.763584555152554,-1.763584555152554
1,13120.0,30.599999999999998,1,0,147,0,30.599999999999998,1.0,0.26440027599165167,-21.005957679394605,-5.553981007900888,-5.553981007900888
1,13121.0,283.72999999999996,1,0,178,0,283.72999999999996,1.0,0.22887754724359793,-21.005957679394605,-4.807792071162657,-4.807792071162657
2,13122.0,461.195,2,1,149,146,461.195,0.9071252052347789,0.6406607986321222,564.3108924301152,327.95466907041293,361.53186702108326
2,13123.0,253.375,2,1,438,57,253.375,0.4660776727226219,0.13547223788930868,312.049784581726,19.70300605807179,42.27408265016311
3,13124.0,1163.4133333333332,3,2,294,133,1163.4133333333332,0.7607930607101131,0.5096424667743967,1277.821216099419,495.4527535468759,651.2319566695674
